	actors	average_per_theatre	cinematographers	composers	directors	distributor	domestic	foreign	genre	gross	gross2	gross_to_date	mpaa_rating	producers	production_budget	rank	release_date	release_year	runtime	theaters	theatre_change	title	week	week_number	week_over_week_change	worldwide	writers
2616	Jesse Plemons,Johnny Depp,Benedict Cumberbatch,Dakota Johnson,Juno Temple,Joel Edgerton,Kevin Bacon,Sienna Miller,Adam Scott	9755.0			Scott Cooper	Warner Bros.	62575678.0	37200000.0	Crime Drama	31098179.0	15517851.0	31098179.0	R		53000000.0	2.0	2015-09-18	1.0	122.0	3188.0		Black Mass (2015)	2015-09-18	1.0		99775678.0	Mark Mallouk,Mark Mallouk,Jez Butterworth
2617		5254.0				First Run	71199.4017128		Documentary	5804.53403376	17999.1375101	5254.0	Unrated			93.0	2009-11-11	7.0	97.0	1.0		Four Seasons Lodge (2009)	2009-11-06	0.0			
2618		5867.0				Eros	576892.614575	12760785.0	Foreign	413380.290349	110661.067849	375509.0	Unrated			21.0	2008-05-09	8.0	136.0	64.0		Bhoothnath (2008)	2008-05-09	1.0		13236817.0	
2619	Chevy Chase,Randy Quaid	7172.0			Stephen Kessler	Warner Bros.	79380640.5396		Comedy	21753507.3877	11760408.4477	14730749.0	PG			4.0	1997-02-14	19.0	95.0	2054.0		Vegas Vacation (1997)	1997-02-14	1.0			Elisa Bell
2620		2190.0				Cinema Guild	292578.595398	7392.0	Documentary	7258.42950167	37360.4734335	3606.0	Unrated			83.0	2009-07-02	7.0	110.0	3.0		The Beaches of Agnes (2009)	2009-06-26	0.0		247103.0	
2621	Sarah Wayne Callies,Jeremy Sisto	2950.0			Johannes Roberts	Fox	3000342.0	10837321.0	Horror	1610780.0	938753.0	1610780.0	R			16.0	2016-03-04	0.0	96.0	546.0		The Other Side of the Door (2016)	2016-03-04	1.0		13837663.0	Ernest Riera,Johannes Roberts
2622	Tom Hanks,Craig T. Nelson	10192.0				Buena Vista	259694363.172		Action Comedy	36564736.8328	25591031.3184	19129545.0	PG			1.0	1989-07-28	27.0	97.0	1877.0		Turner & Hooch (1989)	1989-07-28	1.0			
2623	Rupert Grint	160.0				Magnolia	728.752609788		War Drama	162.788497448	553.480891323	160.0	R			112.0	2013-04-12	3.0	100.0	1.0		Into the White (2013)	2013-04-12	1.0		704.0	
2624		306.0				Tartan	6522.43877418		Unknown	383.944955003	3043.95575437	306.0	R			148.0	2004-09-24	12.0	96.0	1.0		The Hillside Strangler (2004)	2004-09-24	1.0			
2625		3570.0				Argot Pictures	38170.9514676		Documentary	3880.4283762	11465.1984628	3570.0	Unrated			98.0	2010-05-12	6.0	90.0	1.0		Beetle Queen Conquers Tokyo (2010)	2010-05-07	0.0			
2626		1571.0				China Lion	38135.2686298		Foreign / Action	35685.6174639	1255.31447686	34568.0	Unrated			62.0	2012-09-14	4.0	81.0	22.0		Bangkok Revenge (2012)	2012-09-14	1.0			
2627		7000.0				Icarus Films	47828.0690224		Documentary	8783.0545262	17892.336792	7000.0	Unrated			108.0	2004-09-22	12.0	87.0	1.0		The Take (2004)	2004-09-17	0.0			
2628	Robin Williams	7425.0			Paul Mazursky	Columbia	130454819.256		Comedy / Drama	10467001.4944	10134954.1365	4588369.0	R			5.0	1984-04-06	32.0	117.0	618.0		Moscow on the Hudson (1984)	1984-04-06	1.0			
2629	Annette Bening,Brian Cox,Joseph Fiennes,Evan Rachel Wood,Alec Baldwin	41698.0			Ryan Murphy	Sony / Columbia	9707109.04364	437970.0	Comedy / Drama	392183.18879	3911542.34036	333580.0	R	Dede Gardner,Brad Grey,Ryan Murphy,Brad Pitt		28.0	2006-10-20	10.0	120.0	8.0		Running with Scissors (2006)	2006-10-20	1.0		7460797.0	Ryan Murphy
2630		5178.0				Shorts International	2412593.0		Unknown	610966.0	665661.0	610966.0	Unrated			26.0	2015-01-30	1.0		118.0		2015 Oscar Nominated Short Films (2015)	2015-01-30	1.0			
2631	Lolita Davidovich,John Lithgow	5544.0			Brian De Palma	Universal	60988693.7993	15800000.0	Thriller	15556728.2054	8605600.73475	9208660.0	R	Gale Anne Hurd		4.0	1992-08-07	24.0	91.0	1661.0		Raising Cain (1992)	1992-08-07	1.0		37170057.0	
2632	Macaulay Culkin,Rory Culkin		Don Burgess	Alan Silvestri		Warner Bros.	97419965.7659		Family Comedy	3538379.13371	15922165.5366	2212448.0	PG	John Davis,Joel Silver	40000000.0	10.0	1994-12-21	22.0	94.0			Richie Rich (1994)	1994-12-16	0.0			
2633	Matt Damon,Franka Potente,Brian Cox,Julia Stiles,Karl Urban,Joan Allen,Michelle Monaghan,Chris Cooper	23590.0	Oliver Wood	John Powell	Paul Greengrass	Universal	277462531.889	112258276.0	Action Thriller	93680285.4265	44607051.0999	74662180.0	PG-13	Patrick Crowley,Doug Liman,Frank Marshall	75000000.0	1.0	2004-07-23	12.0	108.0	3165.0		The Bourne Supremacy (2004)	2004-07-23	1.0		288500217.0	Tony Gilroy
2634		3041.0				Tartan	120063.262442	431822.0	Foreign	3476.2310434	20561.3179144	3041.0	Unrated			100.0	2007-06-06	9.0	89.0	1.0		12:08 East of Bucharest (2007)	2007-06-01	0.0		523703.0	
2635	Kyle Gallner,John Goodman,Melissa Leo	65139.0			Kevin Smith	SModcast Pictures	1226497.73637		Horror Thriller	343183.048804	210259.480415	325695.0	R	Jason Clark			2011-03-05	5.0	97.0	5.0		Red State (2011)	2011-03-04	1.0		1104682.0	Kevin Smith
2636	Jeff Bridges,Meryl Streep,Brenton Thwaites,Alexander Skarsgård,Katie Holmes,Taylor Swift	5784.0		Marco Beltrami	Phillip Noyce	Weinstein Company	45197479.9308	21890082.0	Fantasy Drama	17391156.4154	8912678.59516	17370538.0	PG-13	Scooter Braun,Jeff Bridges,Nikki Silver,Ralph Winter	25000000.0	5.0	2014-08-15	2.0	91.0	3003.0		The Giver (2014)	2014-08-15	1.0		66980456.0	Michael Mitnick,Robert B. Weide
2637	Leonard Nimoy	2846.0				DEG	27356941.6732		Animation	6092197.60042	3275843.09792	2817118.0	PG			13.0	1986-08-08	30.0	84.0	990.0		Transformers: The Movie (1986)	1986-08-08	1.0		5849647.0	
2638	Emma Stone,Penn Badgley,Amanda Bynes,Thomas Haden Church,Patricia Clarkson,Cam Gigandet,Lisa Kudrow,Malcolm McDowell,Alyson Michalka,Stanley Tucci	7743.0			Will Gluck	Sony / Screen Gems	68999611.4888	16550841.0	Romantic Comedy	24036610.3166	14472228.2809	22113718.0	PG-13	Will Gluck	8000000.0	2.0	2010-09-17	6.0	92.0	2856.0		Easy A (2010)	2010-09-17	1.0		74952305.0	
2639		9951.0				Sony / Columbia	2193374.25059	993165.0	Foreign	82175.5281707	111464.057456	59703.0	PG-13			59.0	2000-07-07	16.0	92.0	6.0		Shower (2000)	2000-07-07	1.0		2150929.0	
2640		146687.0		Alan Menken		Buena Vista	663108624.493	206000000.0	Animation	510531.485617	24264122.8947	293373.0	G	Don Hahn	25000000.0	13.0	1991-11-15	25.0	84.0	2.0		Beauty and the Beast (1991)	1991-11-15	1.0		424967620.0	Chris Sanders,Linda Woolverton
2641	Dustin Hoffman,Robert DeNiro,Anne Heche,Denis Leary,Kirsten Dunst,William H. Macy,Woody Harrelson,Craig T. Nelson			Mark Knopfler	Barry Levinson	New Line	93907993.6842	21194568.0	Comedy	47459.5161745	295070.659215	32138.0	R	Michael De Luca,Barry Levinson		16.0	1997-12-25	19.0	110.0			Wag the Dog (1997)	1997-12-19	0.0		64256513.0	David Mamet
2642		25438.0				Miramax	1760354.74464	31167430.0	Foreign / Action	127671.735315	109290.056914	101753.0	R			48.0	2004-07-23	12.0	115.0	4.0		Zatoichi: The Blind Swordsman (2004)	2004-07-23	1.0		32285593.0	
2643		4511.0				GKIDS	21746.6403785		Animation	4589.61819993	2493.71629528	4511.0	Unrated			92.0	2013-05-10	3.0	76.0	1.0		The Painting (2013) (2013)	2013-05-10	1.0		21008.0	
2644	Romola Garai,James McAvoy	3081.0		David Julyan		Focus Features	35118.3109746		Comedy / Drama	11217.348341	3936.93368152	9243.0	R	Tim Bevan,Eric Fellner		77.0	2005-02-04	11.0	104.0	3.0		Rory O'Shea Was Here (2005)	2005-02-04	1.0			Jeffrey Caine
2645	Daniel Craig,Rachel Weisz,Naomi Watts,Marton Csokas	3755.0		John Debney	Jim Sheridan	Universal	23651396.3199	17200000.0	Thriller	10528479.1361	6245674.38677	9991965.0	PG-13	Mike Drake,Ehren Kruger,James G. Robinson	50000000.0	6.0	2011-09-30	5.0	92.0	2661.0		Dream House (2011)	2011-09-30	1.0		38502340.0	David Loucka
2646						Miramax	2257921.47618		Documentary	258592.153746	872354.694913	187875.0	R			41.0	2000-09-08	16.0	87.0			Backstage (2000)	2000-09-01	0.0		1191835.0	
2647	Natasha Lyonne,Michelle Williams,Clea DuVall,Julie Delpy	21991.0				Lions Gate	4178541.97247	389589.0	Comedy	121074.119559	174945.248264	87964.0	R			47.0	2000-07-07	16.0	84.0	4.0		But I'm a Cheerleader (2000)	2000-07-07	1.0		2595216.0	
2648		28642.0				Sony Classics	1152880.9478	62648.0	Animation	65482.5449161	96269.0804179	57284.0	R			51.0	2007-05-25	9.0	90.0	2.0		Paprika (2007)	2007-05-25	1.0		944915.0	
2649	Warren Beatty,Annette Bening,Katharine Hepburn,Garry Shandling,Chloe Webb,Pierce Brosnan,Kate Capshaw,Paul Mazursky	4517.0		Ennio Morricone	Glenn Gordon Caron	Warner Bros.	46737978.1556		Romance	11449953.8166	7730706.08264	7159331.0	PG-13		60000000.0	3.0	1994-10-21	22.0	108.0	1585.0		Love Affair (1994)	1994-10-21	1.0			
2650	Shirley MacLaine,Nicolas Cage	5816.0			Hugh Wilson	TriStar	69209093.0577		Comedy	14891794.103	10463177.8379	9311416.0	PG-13			1.0	1994-03-11	22.0	95.0	1601.0		Guarding Tess (1994)	1994-03-11	1.0			
2651		5895.0			Lonzo Nzekwe	Alpha Galore	17531.1983515	160842.0	Drama / Thriller	12423.0588293	3182.15756272	11790.0	Unrated	Lonzo Nzekwe		71.0	2011-07-08	5.0	95.0	2.0		Anchor Baby (2011)	2011-07-08	1.0		176632.0	Lonzo Nzekwe
2652		4628.0				Buena Vista	50472719.3794		Family	12267299.9446	9231897.801	8307006.0	PG			7.0	1997-08-01	19.0	98.0	1795.0		Air Bud (1997)	1997-08-01	1.0			
2653	Aaron Johnson,Kristin Scott Thomas,David Morrissey	17841.0				Weinstein Company	1721695.63836	5120531.0	Drama	77568.350199	524138.265106	71363.0	R			49.0	2010-10-08	6.0	98.0	4.0		Nowhere Boy (2010)	2010-10-08	1.0		6577779.0	
2654	Kevin Costner,Hailee Steinfeld,Amber Heard,Connie Nielsen	5502.0			McG	Relativity	30770917.8398	21900000.0	Action Thriller	15819638.2722	6701278.82822	15800883.0	PG-13	Luc Besson,Adi Hasak,Ryan Kavanaugh,Virginie Silla,Tucker Tooley	28000000.0	2.0	2014-02-21	2.0	117.0	2872.0		3 Days to Kill (2014)	2014-02-21	1.0		52597999.0	Luc Besson,Adi Hasak
2655	Benedict Cumberbatch,Eddie Redmayne,Mark Rylance,Natalie Portman,Scarlett Johansson,Eric Bana,Jim Sturgess,Juno Temple	9101.0		Ed Shearmur	Justin Chadwick	Sony / Columbia	32496451.1912	50898909.0	Period Drama	11682511.9296	6229341.9508	10612234.0	PG-13	Alison Owen,Scott Rudin	35000000.0	3.0	2008-02-29	8.0	114.0	1166.0		The Other Boleyn Girl (2008)	2008-02-29	1.0		77713866.0	Peter Morgan
2656		11977.0				Vitagraph	57321.779786		Documentary	13231.9954553	13204.3758606	11978.0	Unrated			75.0	2009-11-06	7.0	82.0	1.0		Collapse (2009)	2009-11-06	1.0			
2657	Liam Neeson	8191.0		David Holmes		IFC	19133.2982694	72230.0	Crime Drama	9049.2840256	8269.30666971	8191.0	R			77.0	2009-08-21	7.0	90.0	1.0		Five Minutes of Heaven (2009)	2009-08-21	1.0		87906.0	
2658		15538.0				IFC	203888.751978	3091257.0	Foreign	34332.2610645	73470.3316165	31076.0	Unrated			57.0	2009-08-28	7.0	114.0	2.0		Still Walking (2009)	2009-08-28	1.0		3258304.0	
2659		13333.0				ThinkFilm	1482294.73185	1027011.0	Documentary	60962.644375	125950.217886	53330.0	PG			59.0	2007-09-07	9.0	100.0	4.0		In the Shadow of the Moon (2007)	2007-09-07	1.0		2161369.0	
2660		9767.0				ThinkFilm	24173.663732	3122900.0	Documentary	11853.2772094	1674.77450077	9767.0	G			78.0	2005-05-27	11.0	81.0	1.0		Genesis (2005)	2005-05-27	1.0		3139313.0	
2661		13336.0				Wild Rose	370085.033754		Unknown	83666.1226945	113270.035336	66681.0	Unrated			59.0	2004-05-14	12.0	179.0	5.0		Asa Nu Maan Watan (2004)	2004-05-14	1.0			
2662		7035.0		Mark Isham	Peter Hyams	Universal	114725433.693	56793000.0	Sci-Fi Action	25067106.638	16618921.9486	15673750.0	R	Sam Raimi		1.0	1994-09-16	22.0	99.0	2228.0		Timecop (1994)	1994-09-16	1.0		101646581.0	
2663	AnnaSophia Robb,Jeff Daniels,Cicely Tyson,Dave Matthews,Eva Marie Saint	4847.0		Rachel Portman		Fox	48083751.6087	942385.0	Family	18752232.8499	9861624.45067	15451681.0	PG		14000000.0	3.0	2005-02-18	11.0	106.0	3188.0		Because of Winn-Dixie (2005)	2005-02-18	1.0		33589427.0	
2664		1013.0				Magnolia	5240.0		Action	3039.0	987.0	3039.0	R			94.0	2015-04-17	1.0	107.0	3.0		The Dead Lands (2015)	2015-04-17	1.0		5240.0	
2665		2817.0				The Film Collaborative	6732.95530207		Documentary	2820.34371198	626.743047107	2817.0	Unrated			80.0	2014-05-30	2.0	110.0	1.0		Before You Know It (2014)	2014-05-30	1.0			
2666	Liv Tyler,Matt Dillon,John Goodman,Paul Reiser,Michael Douglas	1859.0		Marc Shaiman	Harald Zwart	USA Films	11267277.2674	7182697.0	Crime Comedy	4524240.9882	2412096.98236	3380530.0	R	Michael Douglas,Allison Lyon Segan	18000000.0	9.0	2001-04-27	15.0	93.0	1818.0		One Night at McCool's (2001)	2001-04-27	1.0		13473370.0	
2667		3785.0				8X Entertainment	3162651.45274		Sports Drama	1175194.79317	645109.150062	878110.0	PG-13			18.0	2001-03-02	15.0	90.0	232.0		Carman the Champion (2001)	2001-03-02	1.0			
2668	Gabriel Byrne,Karl Urban,Emily Browning	5273.0		John Frizzell		Warner Bros.	52270634.5472	38236393.0	Horror	19360682.9215	10959590.9829	14695093.0	R	Gilbert Adler,Joel Silver	20000000.0	3.0	2002-10-25	14.0	88.0	2787.0		Ghost Ship (2002)	2002-10-25	1.0		68349884.0	John Pogue
2669	Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell,Judd Hirsch,Robert Loggia,Randy Quaid,Vivica A. Fox,James Rebhorn,Brent Spiner	15928.0		David Arnold	Roland Emmerich	Fox	698674193.585	511231623.0	Sci-Fi Action	69298374.8489	119635454.655	45873988.0	PG-13	Dean Devlin	75000000.0	1.0	1996-07-03	20.0	153.0	2880.0		Independence Day (1996)	1996-06-28	0.0		817400891.0	Dean Devlin
2670		14044.0				Palm	191451.057162		Documentary	17043.8645571	26406.8249002	14044.0	Unrated			67.0	2005-12-02	11.0	99.0	1.0		Be Here to Love Me: A Film About Townes Van Zandt (2005)	2005-12-02	1.0			
2671		2407.0				Picture This!	81698.6595869		Unknown	3100.54303804	12056.9517391	2407.0	Unrated			122.0	2003-07-09	13.0	94.0	1.0		Confusion of Genders (2003)	2003-07-04	0.0			
2672		4500.0				Sony Classics	4856942.14639		IMAX	13086.8282209	9239.30072393	2248366.0	G			87.0	1998-07-02	18.0	52.0	2.0		Mark Twain's America in 3-D (IMAX) (1998)	2002-07-12	211.0			
2673		22582.0			Paul Greengrass	Paramount Classics	1342159.83825		Historical Drama	59503.2561868	111590.343986	45164.0	R			55.0	2002-10-04	14.0	107.0	2.0		Bloody Sunday (2002)	2002-10-04	1.0		773228.0	Paul Greengrass
2674		12671.0				Palm	180786.401296	14096.0	Drama	14897.035749	9177.35467262	12671.0	R			72.0	2006-06-16	10.0	98.0	1.0		Lower City (Cidade Baixa) (2006)	2006-06-16	1.0		144890.0	
2675	Snoop Dogg,Chris 'Ludacris' Bridges					Lions Gate	18085785.1559	131793.0	Comedy	1119627.62298	5380201.58565	836590.0	R		7000000.0	18.0	2001-11-16	15.0	96.0			The Wash (2001)	2001-11-09	0.0		10229331.0	
2676	Eddie Murphy	8224.0		James Horner	Walter Hill	Paramount	475781982.988		Action Comedy	17169206.9193	12997936.1398	6990336.0	R	Lawrence Gordon,Joel Silver		2.0	1982-12-10	34.0	96.0	850.0		48 HRS. (1982)	1982-12-10	1.0			
2677	Richard Dreyfuss,William H. Macy,Terrence Howard,Forest Whitaker	22732.0	Oliver Wood	Michael Kamen		Buena Vista	199715233.163	23700000.0	Music Drama	35353.4806037	35353.4806037	22732.0	PG	Ted Field,Scott Kroopf		25.0	1995-12-29	21.0	143.0	1.0		Mr. Holland's Opus (1995)	1995-12-29	1.0		106269971.0	
2678		16778.0				Kino	1615329.86014		Sci-Fi	19179.2845926	12239.3968371	16778.0	Unrated			65.0	2007-07-20	9.0	123.0	1.0		Metropolis (re-issue) (2007)	2007-07-20	1.0			
2679	Donnie Yen	4626.0		Nick Glennie-Smith		Miramax	24271958.2224	3031750.0	Action Fantasy	9825254.81909	3526720.74084	7129479.0	R		25000000.0	5.0	2000-09-01	16.0	88.0	1543.0		Highlander: Endgame (2000)	2000-09-01	1.0		15843608.0	
2680		864.0				HB Filmworks	4113.49396957		Unknown	1015.78714286	1561.30246032	864.0	Unrated			126.0	2006-08-15	10.0	75.0	1.0		George Bush Goes to Heaven (2006)	2006-08-11	0.0			
2681		615.0				Magnolia	22599.6121831		Horror	11889.6648824	5470.71094236	11686.0	Unrated			74.0	2013-03-08	3.0	129.0	19.0		The ABC's of Death (2013)	2013-03-08	1.0			
2682	Vince Vaughn,Ben Stiller,Christine Taylor,Justin Long,Joel David Moore,Jason Bateman	18066.0		Theodore Shapiro	Rawson Marshall Thurber	Fox	179987722.861	53395574.0	Sports Comedy	61068234.3269	34609874.7955	48670726.0	PG-13	Ben Stiller	20000000.0	1.0	2004-06-18	12.0	97.0	2694.0		DodgeBall: A True Underdog Story (2004)	2004-06-18	1.0		167722310.0	Rawson Marshall Thurber
2683	Loretta Devine	9743.0				Codeblack Entertainment	26314.8417959		Comedy / Drama	22274.856334	745.314909666	19486.0	PG-13			65.0	2007-12-07	9.0	90.0	2.0		Dirty Laundry (2007)	2007-12-07	1.0			
2684		11609.0				Regent Releasing	211082.110676		Unknown	14953.9693098	32824.2782283	11609.0	Unrated			89.0	2003-05-16	13.0	87.0	1.0		Friends and Family (2003)	2003-05-16	1.0			
2685		6608.0			Frank Oz	TriStar	132879721.545		Family Comedy	19008553.5293	14498049.302	8332688.0	G			4.0	1984-07-13	32.0	94.0	1261.0		The Muppets Take Manhattan (1984)	1984-07-13	1.0			
2686	Tony Cox,Damon Wayans,Greg Kinnear	3223.0	Newton Thomas Sigel		Mike Binder	Columbia	20313801.8279		Fantasy Comedy	8325238.11805	2652890.33879	5205535.0	PG-13			11.0	1994-08-19	22.0	96.0	1615.0		Blankman (1994)	1994-08-19	1.0			J.F. Lawton
2687	Danny Glover	4190.0	Ian Baker			Universal	38212312.3758		Unknown	6136436.28489	5741788.15207	2690000.0	PG			12.0	1984-04-13	32.0	101.0	642.0		Iceman (1984)	1984-04-13	1.0			
2688	Morgan Freeman,Christian Slater,Randy Quaid,Minnie Driver	4337.0		Christopher Young		Paramount	42014001.3021		Action / Crime	13288656.1939	6974231.04137	9138800.0	R	Ian Bryce,Mark Gordon,Allison Lyon Segan	70000000.0	5.0	1998-01-16	18.0	110.0	2107.0		Hard Rain (1998)	1998-01-16	1.0			
2689	Meryl Streep,Angela Bassett	3645.0	Peter Deming		Wes Craven	Miramax	30075308.9787		Music Drama	6994582.22532	5628015.61315	4916479.0	PG		27000000.0	6.0	1999-10-29	17.0	123.0	1349.0		Music of the Heart (1999)	1999-10-29	1.0		14859394.0	
2690	T.I.,Big Boi	8430.0		Aaron Zigman		Warner Bros.	29262427.1616		Drama	15877613.6403	5648678.26051	13505052.0	PG-13	James Lassiter,Will Smith	20000000.0	3.0	2006-03-31	10.0	100.0	1602.0		ATL (2006)	2006-03-31	1.0			Tina Gordon Chism
2691		3592.0				600 West	20397.9879052		Drama	4106.09072933	8835.18241842	3592.0	Unrated			100.0	2007-08-29	9.0	78.0	1.0		Quiet City (2007)	2007-08-24	0.0			
2692	Woody Allen	11732.0			Woody Allen	Orion Pictures	55163793.7438		Unknown	2917243.56021	2683646.08363	1278818.0	PG			12.0	1984-01-27	32.0	84.0	109.0		Broadway Danny Rose (1984)	1984-01-27	1.0			Woody Allen
2693	Glenn Close,John Malkovich,Michelle Pfeiffer,Keanu Reeves,Uma Thurman	75763.0		George Fenton	Stephen Frears	Warner Bros.	139172159.15		Period Drama	455381.18284	720583.771648	227290.0	R			17.0	1988-12-23	28.0	119.0	3.0		Dangerous Liaisons (1988)	1988-12-23	1.0			Christopher Hampton
2694		3669.0			Gavin O'Connor	Fine Line	2732892.45833		Comedy / Drama	161800.380612	477259.195312	207465.0	PG-13	Gavin O'Connor		42.0	1999-11-26	17.0	100.0	31.0		Tumbleweeds (1999)	1999-12-10	3.0			Gavin O'Connor
2695						Cinebella	2590614.90028	637718.0	Romantic Comedy	461122.568093	372850.53363	350000.0	PG-13			29.0	2002-10-25	14.0	103.0			Bollywood/Hollywood (2002)	2002-10-25	1.0		2130190.0	
2696	Patrick Dempsey,Richard Grieco,Costas Mandylor,Christian Slater	6190.0			Michael Karbelnikoff	Universal	61314184.5689		Action / Crime	15522342.5221	8195097.70374	8919795.0	R			2.0	1991-07-26	25.0	104.0	1441.0		Mobsters (1991)	1991-07-26	1.0			
2697		3322.0				Linn Productions	35839.0		Drama	16609.0	7555.0	16609.0	Unrated			64.0	2016-02-12	0.0	101.0	5.0		Until Forever (2016)	2016-02-12	1.0			
2698		922.0				Zeitgeist	12150.547606		Documentary	1018.61065457	4064.49956418	922.0	Unrated			108.0	2009-07-31	7.0	75.0	1.0		Act of God (2009)	2009-07-31	1.0			
2699	Harrison Ford,Tommy Lee Jones,Julianne Moore	16076.0	Michael Chapman	James Newton Howard	Andrew Davis	Warner Bros.	494706686.34	185000000.0	Action Thriller	61703088.3207	54719650.5975	37617961.0	PG-13	Arnold Kopelson		1.0	1993-08-06	23.0	130.0	2340.0		The Fugitive (1993)	1993-08-06	1.0		368875760.0	David Twohy
2700		5485.0				Variance Films	84426.4719696		Comedy	12119.4781786	12077.4963946	10970.0	PG-13			79.0	2009-09-11	7.0	86.0	2.0		White on Rice (2009)	2009-09-11	1.0			
2701	Morris Chestnut,Bebe Neuwirth,Roselyn Sanchez,Kyra Sedgwick,Dwayne Johnson	8556.0			Andy Fickman	Buena Vista	118452333.634	57232341.0	Family Comedy	30349229.9803	24453274.6404	26549446.0	PG	Mark Ciardi,Gordon Gray		1.0	2007-09-28	9.0	110.0	3103.0		The Game Plan (2007)	2007-09-28	1.0		147880543.0	Nichole Millard,Kathryn Price
2702	Luke Evans,Sarah Gadon,Dominic Cooper,Charles Dance,Charlie Cox,Samantha Barks	10692.0		Ramin Djawadi	Gary Shore	Universal	56414041.179	160843925.0	Action Horror	30882703.575	13194943.5156	30846090.0	PG-13	Michael De Luca,Jon Jashni,Thomas Tull	70000000.0	2.0	2014-10-10	2.0	92.0	2885.0		Dracula Untold (2014)	2014-10-10	1.0		217124280.0	Matt Sazama,Burk Sharpless
2703	Marisa Tomei,Robert Downey, Jr.,Bonnie Hunt	4652.0		Rachel Portman	Norman Jewison	TriStar	51306975.1731		Romantic Comedy	11903535.9044	8330247.14129	7442943.0	PG			3.0	1994-10-07	22.0	109.0	1600.0		Only You (1994)	1994-10-07	1.0			
2704						Apollo Associates	2813719.44942		Documentary	9046.78597581	94504.7944677	4733.0	Unrated			18.0	1989-11-01	27.0	80.0			For All Mankind (1989)	1989-10-27	0.0			
2705	Larry the Cable Guy,Jenny McCarthy	1881.0			Charles Robert Carner	Lionsgate	5043380.96416		Action Comedy	2760465.39841	1337916.452	2507569.0	PG-13			13.0	2008-02-22	8.0	97.0	1333.0		Witless Protection (2008)	2008-02-22	1.0			
2706	Sandra Bullock,Willem Dafoe	8963.0		Mark Mancina	Jan DeBont	Fox	106002781.689	115900000.0	Action Thriller	34610870.3834	16168874.4385	23437326.0	PG-13	Mark Gordon	160000000.0	1.0	1997-06-13	19.0	121.0	2615.0		Speed 2: Cruise Control (1997)	1997-06-13	1.0		164508066.0	Jeff Nathanson
2707	Jeff Bridges	4569.0				Jensen Farley	38942409.1583		Animation	7271944.36641	6300687.99857	2960727.0	G			6.0	1982-11-19	34.0	93.0	648.0		The Last Unicorn (1982)	1982-11-19	1.0			
2708	Dakota Fanning,Julia Roberts,Oprah Winfrey ,Steve Buscemi ,Kathy Bates,John Cleese ,Thomas Haden Church,Robert Redford,Cedric the Entertainer,Jennifer Garner,Reba McEntire,Andre Benjamin	5275.0		Danny Elfman	Gary Winick	Paramount	114704707.466	61891924.0	Family	22113904.7764	25921795.6794	18809466.0	G	Jordan Kerner	85000000.0	3.0	2006-12-15	10.0	113.0	3566.0		Charlotte's Web (2006) (2006)	2006-12-15	1.0		144877632.0	Susannah Grant,Karey Kirkpatrick
